0	927
2	482
4	740
6	283
8	575
10	167
12	367
14	133
16	351
18	98
20	180
22	78
24	254
26	56
28	142
30	57
32	140
34	43
36	108
38	35
40	139
42	33
44	83
46	29
48	82
50	22
52	67
54	19
56	77
58	14
60	59
62	24
64	43
66	11
68	36
70	11
72	92
74	16
76	42
78	9
80	40
82	8
84	34
86	9
88	26
90	9
92	23
94	7
96	57
98	4
100	17
102	8
104	26
106	7
108	20
110	4
112	18
114	4
116	13
118	3
120	44
122	5
124	14
126	5
128	18
130	3
132	12
134	5
136	25
138	4
140	5
142	2
144	29
146	1
148	12
150	3
152	23
154	3
156	9
158	5
160	5
162	2
164	7
166	3
168	18
170	1
172	3
174	2
176	12
180	14
184	14
186	2
188	5
190	2
192	9
194	1
196	7
198	3
200	4
202	5
204	2
206	1
208	16
210	1
212	3
216	15
218	1
220	4
222	1
224	8
226	2
228	3
230	1
232	4
236	1
240	9
244	1
246	2
248	7
252	2
256	7
258	1
260	4
262	1
264	2
266	1
268	2
270	1
272	6
276	4
278	1
280	5
284	4
288	13
290	1
292	1
294	1
296	1
298	1
300	3
304	4
306	1
312	6
316	2
320	2
324	2
328	2
330	1
332	1
336	7
338	2
344	2
348	1
352	1
354	2
360	11
366	1
368	1
372	2
376	3
384	4
388	1
396	3
400	2
408	1
416	1
420	2
424	2
428	3
432	5
438	1
440	1
444	1
446	1
456	5
460	2
462	1
464	1
480	5
490	1
496	3
504	2
520	1
528	2
532	1
536	3
540	2
552	1
568	1
584	1
592	1
596	2
600	1
616	1
620	1
624	1
640	2
646	1
648	6
656	1
672	2
680	1
696	2
708	1
720	2
732	1
768	1
780	1
816	2
860	1
864	1
888	2
912	2
916	1
952	1
992	1
1008	2
1016	1
1152	2
1164	1
1272	1
1320	1
1392	1
1440	2
1488	1
1632	1
1824	1
1968	1
2400	1
2640	1
3600	1
5040	1
